id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
7476857,01/01/2010 11:10,81,2962,$13.48,Swipe Transaction,50783,Bulverde,TX,78163,5411,
7476859,01/01/2010 11:10,1786,5462,$13.51,Swipe Transaction,50867,Louisville,OH,44641,5541,
7476860,01/01/2010 11:11,28,2568,$20.00,Swipe Transaction,61195,Woodbridge,VA,22191,5541,
7476861,01/01/2010 11:11,154,159,$80.00,Swipe Transaction,27092,Newton Grove,NC,28366,4829,
7476862,01/01/2010 11:11,379,2019,$2.82,Swipe Transaction,59935,Mobile,AL,36695,5499,
7476863,01/01/2010 11:11,470,5097,$80.00,Swipe Transaction,27092,Muldrow,OK,74948,4829,
7476864,01/01/2010 11:11,515,5487,$2.13,Swipe Transaction,91264,Longview,TX,75604,5814,
7476865,01/01/2010 11:11,598,32,$20.28,Online Transaction,16798,ONLINE,,,4121,
7476866,01/01/2010 11:11,641,5151,$100.00,Swipe Transaction,27092,Upper Sandusky,OH,43351,4829,
7476867,01/01/2010 11:11,1121,5817,$9.74,Swipe Transaction,98374,Charleston,SC,29492,5411,
7476868,01/01/2010 11:12,1204,210,$18.56,Swipe Transaction,35451,Norwell,MA,2061,5812,
7476869,01/01/2010 11:12,1512,5049,$14.60,Swipe Transaction,61195,Indianapolis,IN,46236,5541,
7476870,01/01/2010 11:12,1834,1119,$8.73,Swipe Transaction,20561,Lubbock,TX,79413,5912,
7476871,01/01/2010 11:13,1201,16,$22.09,Swipe Transaction,83271,Chelmsford,MA,1824,4214,
7476872,01/01/2010 11:13,1397,2957,$14.53,Swipe Transaction,78605,Pryor,OK,74361,5814,
7476873,01/01/2010 11:13,1551,2988,$22.07,Swipe Transaction,51329,Lincoln,IL,62656,5813,
7476874,01/01/2010 11:14,115,4590,$17.02,Swipe Transaction,81650,Cambridge,WI,53523,5411,
7476876,01/01/2010 11:14,712,5506,$16.53,Swipe Transaction,75781,Chula Vista,CA,91910,5411,
7476878,01/01/2010 11:14,1500,5034,$130.85,Online Transaction,726,ONLINE,,,4900,Insufficient Balance
7476879,01/01/2010 11:15,810,2149,$80.00,Swipe Transaction,27092,Louisville,KY,40213,4829,
7476881,01/01/2010 11:16,13,2941,$6.53,Swipe Transaction,92542,Fort Knox,KY,40121,5813,
7476882,01/01/2010 11:16,146,2470,$24.22,Swipe Transaction,92309,Batavia,IL,60510,5211,
7476883,01/01/2010 11:16,154,159,$102.68,Swipe Transaction,31883,Atlantic City,NJ,8401,7995,
7476884,01/01/2010 11:16,1313,4183,$2.39,Swipe Transaction,75936,Tarentum,PA,15084,5814,
7476885,01/01/2010 11:16,1463,5499,$1.19,Swipe Transaction,14528,Kerhonkson,NY,12446,5499,
7476886,01/01/2010 11:16,1488,1098,$1.77,Swipe Transaction,86438,Eastlake,OH,44095,5499,
7476887,01/01/2010 11:16,1500,5180,$90.75,Swipe Transaction,21530,Elk Grove,CA,95624,7995,
7476888,01/01/2010 11:16,1576,2480,$7.35,Swipe Transaction,37899,Manorville,NY,11949,5813,
7476889,01/01/2010 11:16,1769,43,$74.28,Swipe Transaction,24427,Sewell,NJ,8080,4131,
7476891,01/01/2010 11:16,1936,5551,$25.92,Online Transaction,18563,ONLINE,,,4121,
7476892,01/01/2010 11:17,128,5048,$47.03,Swipe Transaction,25201,Houston,TX,77061,5310,
7476893,01/01/2010 11:17,148,2144,$18.23,Swipe Transaction,80124,Bristol,NH,3222,5812,
7476894,01/01/2010 11:17,285,3442,$7.85,Swipe Transaction,75936,Watsonville,CA,95076,5814,
7476896,01/01/2010 11:17,667,5063,$20.47,Swipe Transaction,35451,Durham,NC,27713,5812,
7476897,01/01/2010 11:17,872,4132,$14.13,Swipe Transaction,78941,Maywood,IL,60153,5411,
7476898,01/01/2010 11:17,1129,5492,$23.42,Swipe Transaction,61738,Fresno,CA,93722,5094,Bad PIN
7476899,01/01/2010 11:17,1435,4294,$41.13,Online Transaction,39021,ONLINE,,,4784,
7476900,01/01/2010 11:17,1759,2893,$18.03,Swipe Transaction,73081,Oceanside,CA,92057,5300,
7476901,01/01/2010 11:18,699,3875,$13.06,Swipe Transaction,75781,Cedar Rapids,IA,52403,5411,
7476902,01/01/2010 11:18,1256,236,$27.93,Swipe Transaction,95355,Stratford,CT,6614,5411,
7476903,01/01/2010 11:18,1640,4967,$40.65,Swipe Transaction,32175,Adrian,MI,49221,7538,
7476905,01/01/2010 11:19,227,2512,$12.74,Swipe Transaction,25887,Minneapolis,MN,55419,5814,
7476906,01/01/2010 11:19,321,5755,$4.00,Swipe Transaction,61195,Merrill,WI,54452,5541,
7476907,01/01/2010 11:19,1432,4958,$25.41,Online Transaction,39021,ONLINE,,,4784,
7476908,01/01/2010 11:19,1528,4315,$10.29,Swipe Transaction,87625,Minden,LA,71055,5812,
7476910,01/01/2010 11:19,1769,43,$9.10,Swipe Transaction,71667,Manahawkin,NJ,8050,7538,
7476911,01/01/2010 11:19,1979,2548,$10.37,Swipe Transaction,10213,Boca Raton,FL,33486,5411,
7476912,01/01/2010 11:20,46,3732,$18.04,Swipe Transaction,88646,Ozone Park,NY,11417,5812,
7476913,01/01/2010 11:20,924,2210,$2.90,Swipe Transaction,80135,Lapel,IN,46051,5921,
7476914,01/01/2010 11:20,1194,4614,$26.27,Swipe Transaction,20561,Chattanooga,TN,37416,5912,
7476916,01/01/2010 11:21,386,3673,$15.34,Swipe Transaction,5499,Worcester,MA,1602,4121,
7476917,01/01/2010 11:21,987,5090,$9.18,Swipe Transaction,83229,Gaithersburg,MD,20879,5411,
7476918,01/01/2010 11:21,1515,5557,$63.55,Swipe Transaction,31883,Atlantic City,NJ,8401,7995,
7476919,01/01/2010 11:21,1686,2617,$16.05,Swipe Transaction,25717,Louisville,CO,80027,5812,
7476920,01/01/2010 11:21,1776,4938,$10.61,Swipe Transaction,79664,Nashport,OH,43830,5814,
7476921,01/01/2010 11:22,39,2413,$69.14,Swipe Transaction,60569,Plantsville,CT,6479,5300,
7476922,01/01/2010 11:22,213,2136,$10.78,Swipe Transaction,98648,Garland,TX,75044,5814,
7476923,01/01/2010 11:22,291,169,$10.23,Swipe Transaction,47090,Dalton,GA,30720,5812,
7476924,01/01/2010 11:22,646,2093,$10.13,Swipe Transaction,61195,Altoona,PA,16601,5541,
7476925,01/01/2010 11:22,652,2502,$1.57,Swipe Transaction,14528,Wethersfield,CT,6109,5499,
7476926,01/01/2010 11:22,1147,2042,$37.43,Swipe Transaction,75936,Houston,TX,77053,5814,
7476927,01/01/2010 11:22,1247,2065,$68.73,Swipe Transaction,82981,Bakersfield,CA,93308,5912,
7476928,01/01/2010 11:22,1443,4730,$13.64,Swipe Transaction,59288,Waianae,HI,96792,5912,
7476930,01/01/2010 11:23,1123,3010,$3.48,Swipe Transaction,75936,Laurinburg,NC,28352,5814,
7476931,01/01/2010 11:23,1699,2204,$11.73,Swipe Transaction,57758,San Jose,CA,95134,4121,
7476932,01/01/2010 11:23,1903,2973,$125.09,Swipe Transaction,46259,Seattle,WA,98117,7538,
7476933,01/01/2010 11:24,467,4278,$8.12,Swipe Transaction,58989,Chattanooga,TN,37415,5411,
7476934,01/01/2010 11:25,98,4143,$2.07,Swipe Transaction,75781,Seymour,IL,61875,5411,
7476935,01/01/2010 11:25,1069,5167,$62.58,Swipe Transaction,60569,Salisbury,NC,28146,5300,
7476936,01/01/2010 11:25,1114,4246,$18.18,Swipe Transaction,92883,Bloomfield,IN,47424,5812,
7476937,01/01/2010 11:25,1362,2145,$19.19,Swipe Transaction,61195,Lothian,MD,20711,5541,
7476938,01/01/2010 11:26,217,174,$9.02,Swipe Transaction,79927,Summit Argo,IL,60501,5912,
7476939,01/01/2010 11:26,575,4271,$76.41,Online Transaction,4802,ONLINE,,,4899,
7476940,01/01/2010 11:26,940,2224,$9.09,Swipe Transaction,75781,Pembroke Pines,FL,33028,5411,
7476941,01/01/2010 11:26,1063,2015,$11.25,Swipe Transaction,96049,Rochelle,IL,61068,5541,
7476942,01/01/2010 11:26,1066,1126,$120.00,Swipe Transaction,27092,Newtown,PA,18940,4829,
7476943,01/01/2010 11:26,1370,4957,$44.75,Swipe Transaction,11559,Elk Grove,CA,95624,5813,
7476944,01/01/2010 11:26,1926,1160,$8.62,Swipe Transaction,75936,Sanford,FL,32773,5814,
7476945,01/01/2010 11:27,744,4158,$6.87,Swipe Transaction,88526,Miami,FL,33196,5812,
7476947,01/01/2010 11:27,1797,1127,$5.10,Swipe Transaction,26810,Kailua,HI,96734,5541,
7476948,01/01/2010 11:28,285,2156,$21.98,Swipe Transaction,17707,Watsonville,CA,95076,7538,
7476950,01/01/2010 11:28,641,14,$9.75,Swipe Transaction,41943,Columbus,OH,43228,5813,
7476952,01/01/2010 11:28,912,4197,$8.52,Swipe Transaction,61195,Miami,FL,33186,5541,
7476953,01/01/2010 11:28,1424,4710,$100.00,Swipe Transaction,27092,Lake Havasu City,AZ,86405,4829,
7476955,01/01/2010 11:29,1193,4533,$10.97,Swipe Transaction,91128,Callicoon,NY,12723,5411,
7476956,01/01/2010 11:29,1202,2885,$24.92,Swipe Transaction,31893,Cicero,IL,60804,5311,
7476957,01/01/2010 11:29,1818,3418,$70.07,Swipe Transaction,18215,Portsmouth,VA,23707,5719,
7476958,01/01/2010 11:30,368,5566,$31.81,Online Transaction,50404,ONLINE,,,4784,
7476959,01/01/2010 11:30,379,3881,$3.38,Swipe Transaction,22204,Mobile,AL,36693,5541,
7476960,01/01/2010 11:30,1600,4251,$18.75,Swipe Transaction,75781,Maple Valley,WA,98038,5411,
7476961,01/01/2010 11:30,1666,993,$9.83,Swipe Transaction,98968,Rincon,GA,31326,5411,
7476963,01/01/2010 11:31,619,4519,$11.63,Swipe Transaction,94597,Rochester,MN,55901,5411,
7476964,01/01/2010 11:31,1644,3001,$66.97,Swipe Transaction,47993,Lancaster,SC,29720,7922,
7476965,01/01/2010 11:32,208,4980,$104.77,Swipe Transaction,43293,Bothell,WA,98021,5499,
7476966,01/01/2010 11:32,909,3719,$11.18,Swipe Transaction,44578,Olympia,WA,98516,5812,
7476967,01/01/2010 11:33,145,5521,$1.68,Swipe Transaction,48919,Unicoi,TN,37692,5311,
7476968,01/01/2010 11:33,369,2443,$226.05,Online Transaction,75393,ONLINE,,,7996,
7476969,01/01/2010 11:33,371,5495,$19.28,Swipe Transaction,98374,Richmond,VA,23226,5411,
7476970,01/01/2010 11:33,488,5413,$149.61,Swipe Transaction,81833,Hebbronville,TX,78361,5912,
7476971,01/01/2010 11:33,566,5577,$13.83,Swipe Transaction,22204,Manning,SC,29102,5541,
7476973,01/01/2010 11:33,957,5042,$20.81,Swipe Transaction,22204,Germantown,MD,20874,5541,
7476974,01/01/2010 11:33,1138,2122,$47.06,Online Transaction,39021,ONLINE,,,4784,
7476975,01/01/2010 11:33,1144,4172,$26.01,Swipe Transaction,36934,Houston,TX,77086,7538,
7476976,01/01/2010 11:33,1345,4208,$17.27,Swipe Transaction,50783,Jarreau,LA,70749,5411,
7476977,01/01/2010 11:33,1379,2604,$16.14,Swipe Transaction,71774,Clinton Township,MI,48036,5921,
7476978,01/01/2010 11:33,1937,3,$67.00,Swipe Transaction,32175,Saint Peters,MO,63376,7538,
7476981,01/01/2010 11:34,1198,2804,$3.34,Swipe Transaction,22204,Hutto,TX,78634,5541,
7476982,01/01/2010 11:34,1299,3913,$65.12,Swipe Transaction,93245,Hope,IN,47246,5661,
7476983,01/01/2010 11:34,1370,4957,$45.34,Swipe Transaction,11559,Elk Grove,CA,95624,5813,
7476984,01/01/2010 11:35,81,2897,$10.79,Swipe Transaction,25887,Seguin,TX,78155,5814,
7476985,01/01/2010 11:35,733,1048,$7.82,Swipe Transaction,17984,Woodway,TX,76712,5411,
7476986,01/01/2010 11:35,1362,0,$19.20,Swipe Transaction,94992,Bladensburg,MD,20710,5812,
7476987,01/01/2010 11:35,1558,3750,$68.69,Online Transaction,39021,ONLINE,,,4784,
7476988,01/01/2010 11:35,1616,5164,$22.98,Swipe Transaction,2177,Roanoke,TX,76262,5411,
7476989,01/01/2010 11:35,1783,10,$36.02,Swipe Transaction,61552,Oakland,CA,94606,5300,
7476993,01/01/2010 11:36,1022,5148,$160.00,Swipe Transaction,27092,Charlotte,NC,28206,4829,
7476994,01/01/2010 11:36,1237,3372,$72.58,Online Transaction,37387,ONLINE,,,4899,
7476995,01/01/2010 11:36,1295,3318,$1.24,Swipe Transaction,46284,Rochester,MN,55901,5411,
7476996,01/01/2010 11:36,1777,4557,$2.13,Swipe Transaction,25887,Annandale,VA,22003,5814,
7476997,01/01/2010 11:36,1811,3238,$25.16,Swipe Transaction,50867,Los Altos,CA,94024,5541,
7476998,01/01/2010 11:36,1818,4711,$85.49,Swipe Transaction,67570,Virginia Beach,VA,23455,5311,
7476999,01/01/2010 11:36,1837,259,$120.00,Swipe Transaction,27092,Los Angeles,CA,90003,4829,
7477001,01/01/2010 11:37,530,3344,$2.35,Swipe Transaction,88646,Colton,CA,92324,5812,
7477002,01/01/2010 11:37,1234,22,$16.45,Swipe Transaction,77029,Houston,TX,77058,7349,
7477004,01/01/2010 11:37,1595,2429,$10.32,Swipe Transaction,66428,Bronx,NY,10463,4121,
7477005,01/01/2010 11:37,1623,5142,$15.85,Swipe Transaction,92883,Newport,KY,41076,5812,
7477006,01/01/2010 11:37,1776,4938,$32.58,Online Transaction,39021,ONLINE,,,4784,
7477007,01/01/2010 11:37,1989,2984,$8.93,Swipe Transaction,58564,Upper Marlboro,MD,20774,5813,
7477008,01/01/2010 11:38,370,4127,$2.42,Swipe Transaction,50783,Ontario,CA,91764,5411,
7477009,01/01/2010 11:38,467,4278,$8.24,Swipe Transaction,98374,Chattanooga,TN,37415,5411,
7477010,01/01/2010 11:38,779,3299,$16.50,Swipe Transaction,50783,Richardson,TX,75080,5411,
7477011,01/01/2010 11:39,519,3380,$1.04,Swipe Transaction,98735,Las Vegas,NV,89142,5411,
7477013,01/01/2010 11:39,1067,3016,$8.94,Swipe Transaction,75744,Derby,KS,67037,5921,
7477014,01/01/2010 11:39,1786,1000,$14.37,Swipe Transaction,60354,Louisville,OH,44641,5411,
7477016,01/01/2010 11:40,425,5149,$13.11,Swipe Transaction,88374,Carmel,CA,93923,5411,
7477017,01/01/2010 11:40,430,3433,-$71.00,Swipe Transaction,61195,Crown Point,IN,46307,5541,
7477019,01/01/2010 11:40,1179,5128,$7.38,Swipe Transaction,97974,Chesapeake,VA,23321,5812,
7477020,01/01/2010 11:40,1213,3270,$0.45,Swipe Transaction,14528,Calistoga,CA,94515,5499,
7477021,01/01/2010 11:40,1296,3708,$21.41,Swipe Transaction,14636,Longwood,FL,32750,4121,
7477022,01/01/2010 11:40,1666,178,$11.23,Swipe Transaction,60569,Lake Park,GA,31636,5300,
7477023,01/01/2010 11:40,1703,2969,$26.45,Swipe Transaction,61929,Grand Junction,CO,81506,4121,
7477025,01/01/2010 11:41,323,4268,$44.86,Online Transaction,23446,ONLINE,,,7801,
7477026,01/01/2010 11:41,793,4234,$0.79,Swipe Transaction,35182,Minneapolis,MN,55444,5411,
7477027,01/01/2010 11:41,804,17,$10.72,Swipe Transaction,75781,Houston,TX,77087,5411,
7477028,01/01/2010 11:41,1370,170,$11.92,Swipe Transaction,69972,Elk Grove,CA,95624,5814,
7477029,01/01/2010 11:41,1916,2856,$5.71,Swipe Transaction,87593,Quincy,FL,32352,5411,
7477030,01/01/2010 11:42,942,4973,$3.54,Swipe Transaction,35451,Prairieville,LA,70769,5812,
7477032,01/01/2010 11:43,291,169,$12.99,Swipe Transaction,46054,Dalton,GA,30720,5411,
7477033,01/01/2010 11:43,637,2981,$8.14,Swipe Transaction,88646,Fair Haven,NJ,7704,5812,
7477034,01/01/2010 11:43,1453,234,$8.68,Swipe Transaction,20561,Decatur,AL,35603,5912,
7477036,01/01/2010 11:44,1369,5792,$7.90,Swipe Transaction,75781,Edinburgh,IN,46124,5411,
7477037,01/01/2010 11:44,1873,4110,$64.62,Online Transaction,41122,ONLINE,,,4784,
7477038,01/01/2010 11:45,1135,4977,$15.29,Swipe Transaction,63382,Blue Springs,MO,64015,5921,
7477039,01/01/2010 11:45,1842,5426,$80.00,Swipe Transaction,27092,Rio Rancho,NM,87124,4829,
7477040,01/01/2010 11:45,1899,5969,$15.64,Swipe Transaction,25887,Snohomish,WA,98290,5814,
7477041,01/01/2010 11:45,1989,2984,$254.27,Online Transaction,38958,ONLINE,,,7801,
7477042,01/01/2010 11:46,137,5442,$9.88,Swipe Transaction,35451,Johnson City,TN,37604,5812,
7477043,01/01/2010 11:46,442,112,$17.55,Swipe Transaction,66424,Barnhart,MO,63012,5812,
7477044,01/01/2010 11:46,1771,2607,$11.52,Swipe Transaction,23481,Roseville,CA,95678,5812,
7477046,01/01/2010 11:46,1941,1109,$10.14,Swipe Transaction,41467,Campbell,TX,75422,5411,
7477047,01/01/2010 11:47,1699,4245,$18.83,Swipe Transaction,75936,San Jose,CA,95134,5814,
7477048,01/01/2010 11:47,1805,2546,$44.04,Swipe Transaction,50783,Cheboygan,MI,49721,5411,
7477050,01/01/2010 11:47,1996,4212,$73.95,Swipe Transaction,26603,Alvin,TX,77511,5411,
7477051,01/01/2010 11:48,148,4288,$18.31,Swipe Transaction,25717,Laconia,NH,3247,5812,
7477052,01/01/2010 11:48,208,4980,-$75.00,Swipe Transaction,43293,Bothell,WA,98021,5499,
7477055,01/01/2010 11:48,884,4748,$14.18,Swipe Transaction,20884,Grand Rapids,MI,49548,5812,
7477056,01/01/2010 11:48,1077,214,$1.53,Online Transaction,16798,ONLINE,,,4121,
7477057,01/01/2010 11:49,659,5486,$113.53,Swipe Transaction,68751,Mount Vernon,IN,47620,5651,
7477058,01/01/2010 11:50,1551,2988,$25.90,Swipe Transaction,51329,Lincoln,IL,62656,5813,
7477059,01/01/2010 11:50,1857,5498,$40.67,Swipe Transaction,82981,Green Village,NJ,7935,5912,
7477060,01/01/2010 11:50,1859,2419,$5.06,Swipe Transaction,50867,Middletown,NY,10940,5541,
7477061,01/01/2010 11:51,162,4266,$13.09,Swipe Transaction,25887,West Bloomfield,MI,48322,5814,
7477062,01/01/2010 11:51,744,4158,$6.94,Swipe Transaction,59397,Miami,FL,33196,5812,
7477064,01/01/2010 11:51,1102,2822,$17.75,Swipe Transaction,75781,Muskogee,OK,74403,5411,
7477065,01/01/2010 11:51,1279,4252,$8.65,Swipe Transaction,12936,Novi,MI,48375,5812,
7477066,01/01/2010 11:51,1397,2957,$12.90,Swipe Transaction,50867,Salina,OK,74365,5541,
7477067,01/01/2010 11:52,287,4118,$13.24,Swipe Transaction,61195,Hitchcock,TX,77563,5541,
7477068,01/01/2010 11:52,561,4575,$60.00,Swipe Transaction,27092,Keokuk,IA,52632,4829,
7477069,01/01/2010 11:52,583,3326,$4.47,Swipe Transaction,75936,Aurora,IL,60505,5814,
7477070,01/01/2010 11:52,1518,2584,$25.36,Swipe Transaction,46284,Somerville,AL,35670,5411,
7477071,01/01/2010 11:52,1861,3374,$60.75,Swipe Transaction,36934,Allen,TX,75002,7538,
7477072,01/01/2010 11:53,771,4986,$90.99,Swipe Transaction,88374,Medford,OR,97504,5411,
7477073,01/01/2010 11:54,803,1172,$4.50,Swipe Transaction,32193,Turlock,CA,95382,5921,
7477074,01/01/2010 11:54,866,2110,$13.28,Swipe Transaction,10126,Pittsburgh,PA,15203,5812,
7477076,01/01/2010 11:55,208,4980,$75.00,Swipe Transaction,43293,Bothell,WA,98021,5499,
7477077,01/01/2010 11:55,430,3433,$71.00,Swipe Transaction,61195,Crown Point,IN,46307,5541,
7477078,01/01/2010 11:55,430,3433,$57.57,Swipe Transaction,61195,Crown Point,IN,46307,5541,
7477079,01/01/2010 11:55,872,4132,$15.18,Swipe Transaction,61007,Maywood,IL,60153,5921,
7477080,01/01/2010 11:55,1411,1069,$6.05,Swipe Transaction,60569,Saint Charles,IL,60174,5300,
7477081,01/01/2010 11:55,1975,5957,$29.12,Online Transaction,39021,ONLINE,,,4784,
7477082,01/01/2010 11:56,1169,5763,$53.64,Online Transaction,41122,ONLINE,,,4784,
7477084,01/01/2010 11:56,1575,224,$100.00,Swipe Transaction,27092,Osprey,FL,34229,4829,
7477085,01/01/2010 11:56,1635,115,$6.46,Swipe Transaction,100169,Jamaica,NY,11434,5411,
7477086,01/01/2010 11:56,1818,3418,$39.56,Swipe Transaction,76091,Virginia Beach,VA,23451,4121,
7477087,01/01/2010 11:56,1917,2129,$12.19,Swipe Transaction,22204,Rocky Point,NY,11778,5541,
7477088,01/01/2010 11:57,208,4980,$15.21,Swipe Transaction,22204,Federal Way,WA,98023,5541,
7477091,01/01/2010 11:57,827,2836,$80.00,Swipe Transaction,27092,Binghamton,NY,13903,4829,
7477092,01/01/2010 11:57,1334,1157,$1.01,Swipe Transaction,14528,Tonawanda,NY,14150,5499,
7477093,01/01/2010 11:57,1758,3440,$5.00,Swipe Transaction,81894,Atlanta,GA,30337,5812,
7477094,01/01/2010 11:58,1,4652,$15.09,Swipe Transaction,17708,Pensacola,FL,32504,4121,
7477098,01/01/2010 11:58,876,5773,$10.39,Swipe Transaction,91128,Dale,NY,14039,5411,
7477099,01/01/2010 11:58,1269,4239,$1.33,Swipe Transaction,44578,Chicago,IL,60616,5812,
7477100,01/01/2010 11:58,1381,3738,$11.56,Swipe Transaction,55060,Mentor,OH,44060,5812,
7477101,01/01/2010 11:59,81,2897,$14.43,Swipe Transaction,25887,Seguin,TX,78155,5814,Insufficient Balance
7477102,01/01/2010 11:59,1256,236,$7.97,Swipe Transaction,25887,Stratford,CT,6614,5814,
7477103,01/01/2010 11:59,1407,5966,$48.98,Swipe Transaction,19964,Clanton,AL,35046,5311,
7477104,01/01/2010 11:59,1511,5502,$7.58,Swipe Transaction,16339,Madison,WI,53716,5411,
7477105,01/01/2010 11:59,1687,2509,$140.00,Swipe Transaction,27092,Rio Rancho,NM,87124,4829,
7477106,01/01/2010 11:59,1919,4302,$23.69,Swipe Transaction,71616,East Hampton,NY,11937,5411,
7477107,01/01/2010 12:00,135,2808,$38.94,Online Transaction,39021,ONLINE,,,4784,
7477110,01/01/2010 12:00,1385,4955,$17.14,Swipe Transaction,53187,Minneapolis,MN,55419,5813,
7477111,01/01/2010 12:00,1514,78,$49.54,Swipe Transaction,22204,Elyria,OH,44035,5541,
7477112,01/01/2010 12:00,1959,89,$15.86,Swipe Transaction,22204,Chardon,OH,44024,5541,
7477114,01/01/2010 12:01,416,2445,$20.45,Swipe Transaction,74922,Nashville,TN,37211,5411,
7477115,01/01/2010 12:01,474,2218,$11.83,Swipe Transaction,98648,Williston Park,NY,11596,5814,
7477116,01/01/2010 12:01,509,4588,$2.27,Swipe Transaction,25717,Beaver,WV,25813,5812,
7477117,01/01/2010 12:01,598,32,$12.51,Swipe Transaction,25887,Franconia,NH,3580,5814,
7477118,01/01/2010 12:01,1809,2114,$15.04,Swipe Transaction,59062,Broad Run,VA,20137,4121,
7477119,01/01/2010 12:01,1944,1059,$16.84,Swipe Transaction,33526,North Royalton,OH,44133,5814,
7477120,01/01/2010 12:02,257,104,$83.15,Swipe Transaction,86959,North Hollywood,CA,91605,5311,
7477122,01/01/2010 12:02,639,129,$0.63,Swipe Transaction,14528,Sandusky,OH,44870,5499,
7477123,01/01/2010 12:02,828,3767,$10.70,Swipe Transaction,98648,San Antonio,TX,78217,5814,
7477124,01/01/2010 12:02,1256,236,$75.49,Swipe Transaction,36934,Stratford,CT,6614,7538,
7477125,01/01/2010 12:02,1398,4930,$9.19,Swipe Transaction,94992,Parsippany,NJ,7054,5812,
7477126,01/01/2010 12:02,1963,4565,$20.77,Online Transaction,16798,ONLINE,,,4121,
7477127,01/01/2010 12:03,1520,2956,$0.74,Swipe Transaction,14528,San Francisco,CA,94112,5499,
7477128,01/01/2010 12:03,1595,2429,$25.47,Online Transaction,16798,ONLINE,,,4121,
7477129,01/01/2010 12:03,1720,2492,$140.00,Swipe Transaction,27092,Richmond,CA,94801,4829,
7477130,01/01/2010 12:03,1809,2114,$2.67,Swipe Transaction,43293,Broad Run,VA,20137,5499,
7477132,01/01/2010 12:04,1654,4276,$53.15,Swipe Transaction,43293,Naugatuck,CT,6770,5499,
7477133,01/01/2010 12:05,1411,1069,$129.02,Swipe Transaction,67950,Saint Charles,IL,60174,5300,
7477134,01/01/2010 12:05,1512,3689,$14.74,Swipe Transaction,10005,Indianapolis,IN,46236,5921,
7477135,01/01/2010 12:05,1543,4687,$102.20,Swipe Transaction,32175,Sherman Oaks,CA,91403,7538,
7477136,01/01/2010 12:05,1556,2972,$15.05,Swipe Transaction,32076,Bismarck,ND,58504,5813,
7477137,01/01/2010 12:06,868,84,$72.05,Swipe Transaction,20916,Oklahoma City,OK,73110,5651,
7477138,01/01/2010 12:06,891,5096,$18.05,Swipe Transaction,59292,Van Buren,AR,72956,5813,
7477139,01/01/2010 12:06,1256,5160,$22.60,Swipe Transaction,61195,Stratford,CT,6614,5541,
7477140,01/01/2010 12:06,1515,5557,$75.50,Swipe Transaction,16041,South Ozone Park,NY,11420,7802,
7477141,01/01/2010 12:06,1549,146,$16.99,Swipe Transaction,75781,Houston,TX,77096,5411,
7477144,01/01/2010 12:07,696,2488,$1.79,Swipe Transaction,75781,New Braunfels,TX,78130,5411,
7477145,01/01/2010 12:07,1176,5003,$12.28,Swipe Transaction,22848,Newburgh,IN,47630,5411,
7477146,01/01/2010 12:07,1256,236,$11.42,Swipe Transaction,34251,Stratford,CT,6614,5812,
7477147,01/01/2010 12:07,1381,3738,$7.41,Swipe Transaction,11264,Mentor,OH,44060,5812,
7477148,01/01/2010 12:07,1448,126,$42.43,Online Transaction,39021,ONLINE,,,4784,
7477149,01/01/2010 12:07,1771,2607,$15.02,Swipe Transaction,22204,Roseville,CA,95678,5541,
7477150,01/01/2010 12:07,1917,2129,$14.24,Swipe Transaction,50783,Sayville,NY,11782,5411,
7477151,01/01/2010 12:08,53,3267,-$64.00,Swipe Transaction,61195,Sutter Creek,CA,95685,5541,
7477153,01/01/2010 12:08,683,4731,$11.09,Swipe Transaction,61195,State College,PA,16801,5541,
7477155,01/01/2010 12:08,1127,4641,$22.41,Online Transaction,39021,ONLINE,,,4784,
7477156,01/01/2010 12:08,1859,2241,$36.57,Swipe Transaction,81393,Middletown,NY,10940,7538,
7477157,01/01/2010 12:09,50,5471,$149.32,Online Transaction,52073,ONLINE,,,4722,
7477158,01/01/2010 12:09,53,3267,$77.06,Swipe Transaction,61195,Sutter Creek,CA,95685,5541,
7477159,01/01/2010 12:09,154,159,$3.62,Swipe Transaction,91453,Fayetteville,NC,28312,5411,
7477162,01/01/2010 12:10,758,2181,$1.33,Swipe Transaction,14528,Alhambra,CA,91801,5499,
7477163,01/01/2010 12:10,1314,1140,$33.45,Swipe Transaction,44393,New Braunfels,TX,78130,5813,
7477164,01/01/2010 12:10,1315,2556,$9.67,Swipe Transaction,25887,Mount Carmel,IL,62863,5814,
7477165,01/01/2010 12:10,1910,5505,$64.00,Swipe Transaction,61195,Bradenton,FL,34203,5541,
7477166,01/01/2010 12:10,1915,5031,$9.80,Swipe Transaction,88646,Monsey,NY,10952,5812,
7477167,01/01/2010 12:10,1989,3800,$315.02,Online Transaction,38958,ONLINE,,,7801,
7477168,01/01/2010 12:11,1,3682,$6.01,Swipe Transaction,72812,Pensacola,FL,32504,5813,
7477170,01/01/2010 12:11,369,2443,$4.49,Swipe Transaction,22938,Louisville,KY,40299,5812,
7477171,01/01/2010 12:11,557,5570,$42.85,Swipe Transaction,88937,Canton,NC,28716,5813,Insufficient Balance
7477172,01/01/2010 12:11,1466,5884,$12.23,Swipe Transaction,61195,Washington,DC,20001,5541,
